Video_id,Category_id,Title,Description,url_default,Channel_id,Publish_time
YuTQBmb5oAM,27,How To Date Someone With Anxiety,"Are you dating someone with anxiety and looking for some guidance? Well, you're in luck! Today, we will be talking about ...",https://i.ytimg.com/vi/YuTQBmb5oAM/default.jpg,UCkJEpR7JmS36tajD34Gp4VA,2024-04-09T16:52:36Z
zwRlYGyrJw8,27,How to Improve Speaking Skills in English #Shorts,Watch these videos to improve your speaking: I am afraid to speak English - ACTION PLAN: https://youtu.be/dctbI4EIsaQ I ...,https://i.ytimg.com/vi/zwRlYGyrJw8/default.jpg,UCAQg09FkoobmLquNNoO4ulg,2021-08-13T12:30:25Z
oLS7QNUXXtA,27,How to Get Rich for Introverts,FREE YouTube Crash Course For Introverts: https://noahkagan.com/INTROVERTS/ Ready to shatter the myth that extroverts rule ...,https://i.ytimg.com/vi/oLS7QNUXXtA/default.jpg,UCF2v8v8te3_u4xhIQ8tGy1g,2024-04-08T14:00:40Z
-1DYsiKC7b4,27,First Sentences for Toddlers | Learn to Talk | Toddler Speech Delay | Speech Practice Video English,This educational video teaches the most common and useful first sentences and phrases for toddlers! Have your child learn to talk ...,https://i.ytimg.com/vi/-1DYsiKC7b4/default.jpg,UCG2CL6EUjG8TVT1Tpl9nJdg,2021-07-28T17:24:32Z
P_-mX0iLgaE,27,How to Use Delta Exchange India? | Pro Trader&#39;s Honest Review,Now trade cryptocurrencies in USD without worrying about crypto tax. ▷ Open FREE Crypto Trading Account - https://bit.ly/tws-dx ...,https://i.ytimg.com/vi/P_-mX0iLgaE/default.jpg,UC9VKHMUGg5gqSebXW1m5GBw,2024-04-09T15:48:19Z
8kY8SNYBWwU,27,How to Play YouTube Videos Faster,Join my Discord server: https://discord.gg/gohar 📝 I'll edit your college essay: https://nextadmit.com/services/essay/ 🎓 Get into ...,https://i.ytimg.com/vi/8kY8SNYBWwU/default.jpg,UCPk2s5c4R_d-EUUNvFFODoA,2024-04-03T01:02:44Z
8klAQDU82tQ,27,How to Tell a New Job About a Vacation 😅✨✈️ #careeradvice,,https://i.ytimg.com/vi/8klAQDU82tQ/default.jpg,UCGetiqFX7l-8unkK1LyrG3A,2024-04-02T23:14:28Z
d0yGdNEWdn0,27,How to learn any language in six months | Chris Lonsdale | TEDxLingnanUniversity,Never miss a talk! SUBSCRIBE to the TEDx channel: http://bit.ly/1FAg8hB Chris Lonsdale is Managing Director of Chris Lonsdale ...,https://i.ytimg.com/vi/d0yGdNEWdn0/default.jpg,UCsT0YIqwnpJCM-mx7-gSA4Q,2013-11-20T23:15:30Z
8gR92oFcJTo,27,Secret Strategies to Boost Your YouTube Shorts | How To Viral YouTube Shorts,Secret Strategies to Boost Your YouTube Shorts | How To Viral YouTube Shorts | How to Make Your YouTube Shorts Viral in 2024 ...,https://i.ytimg.com/vi/8gR92oFcJTo/default.jpg,UCf3dc-Y3k5vBTCVpPCAfG6g,2024-04-09T12:30:05Z
BV5ckMNNvi4,27,How to get Promoted as a Data Analyst | Alex The Analyst Show Episode 26,I was promoted fairly quickly over my career and I want to let you in on how I was able to do that. In this video I walk through the ...,https://i.ytimg.com/vi/BV5ckMNNvi4/default.jpg,UC7cs8q-gJRlGwj4A8OmCmXg,2024-04-09T12:00:08Z
