Video_id,Category_id,Title,Description,url_default,Channel_id,Publish_time
xf8GOrGurOg,27,1xbet promo code | how to create 1xbet affiliate promo code | #1xbetpromocode |,1xbet promo code | how to create 1xbet affiliate promo code | #1xbetpromocode | 1xbet promo code: HA75 #1xbet_promo_code ...,https://i.ytimg.com/vi/xf8GOrGurOg/default.jpg,UCdRINGY9j8XhYkoXQKlUz5Q,2024-04-09T09:42:57Z
xo7J0O3ezrk,27,How to say the days of the week correctly in English,"Do you pronounce *Wednesday* correctly? Many people around the world do not! In this important lesson, you will learn how to ...",https://i.ytimg.com/vi/xo7J0O3ezrk/default.jpg,UCJtBaL1PPmTc1ff0nsihR0g,2024-04-09T01:20:03Z
oLS7QNUXXtA,27,How to Get Rich for Introverts,FREE YouTube Crash Course For Introverts: https://noahkagan.com/INTROVERTS/ Ready to shatter the myth that extroverts rule ...,https://i.ytimg.com/vi/oLS7QNUXXtA/default.jpg,UCF2v8v8te3_u4xhIQ8tGy1g,2024-04-08T14:00:40Z
-1DYsiKC7b4,27,First Sentences for Toddlers | Learn to Talk | Toddler Speech Delay | Speech Practice Video English,This educational video teaches the most common and useful first sentences and phrases for toddlers! Have your child learn to talk ...,https://i.ytimg.com/vi/-1DYsiKC7b4/default.jpg,UCG2CL6EUjG8TVT1Tpl9nJdg,2021-07-28T17:24:32Z
UozN6TsB7Wk,27,How to WIN,Watch the FULL conversation here: https://youtu.be/aeTexNj9nPg?si=zCBi9SjK_77FPbvB ▻▻Ask Rabbi Manis Friedman Your ...,https://i.ytimg.com/vi/UozN6TsB7Wk/default.jpg,UCnkB28NTo_OxXTYjCUv7m5Q,2024-04-09T10:30:10Z
Ou3eB5QWGtA,27,1xbet promo code | how to create 1xbet affiliate promo code | #1xbetpromocode |,1xbet promo code | how to create 1xbet affiliate promo code | #1xbetpromocode | 1xbet promo code: HA75 #1xbet_promo_code ...,https://i.ytimg.com/vi/Ou3eB5QWGtA/default.jpg,UCdRINGY9j8XhYkoXQKlUz5Q,2024-04-09T15:38:54Z
8kY8SNYBWwU,27,How to Play YouTube Videos Faster,Join my Discord server: https://discord.gg/gohar 📝 I'll edit your college essay: https://nextadmit.com/services/essay/ 🎓 Get into ...,https://i.ytimg.com/vi/8kY8SNYBWwU/default.jpg,UCPk2s5c4R_d-EUUNvFFODoA,2024-04-03T01:02:44Z
8klAQDU82tQ,27,How to Tell a New Job About a Vacation 😅✨✈️ #careeradvice,,https://i.ytimg.com/vi/8klAQDU82tQ/default.jpg,UCGetiqFX7l-8unkK1LyrG3A,2024-04-02T23:14:28Z
d0yGdNEWdn0,27,How to learn any language in six months | Chris Lonsdale | TEDxLingnanUniversity,Never miss a talk! SUBSCRIBE to the TEDx channel: http://bit.ly/1FAg8hB Chris Lonsdale is Managing Director of Chris Lonsdale ...,https://i.ytimg.com/vi/d0yGdNEWdn0/default.jpg,UCsT0YIqwnpJCM-mx7-gSA4Q,2013-11-20T23:15:30Z
BV5ckMNNvi4,27,How to get Promoted as a Data Analyst | Alex The Analyst Show Episode 26,I was promoted fairly quickly over my career and I want to let you in on how I was able to do that. In this video I walk through the ...,https://i.ytimg.com/vi/BV5ckMNNvi4/default.jpg,UC7cs8q-gJRlGwj4A8OmCmXg,2024-04-09T12:00:08Z
uFk0mgljtns,27,How to Make a Kurzgesagt Video in 1200 Hours,Get Merch designed with ❤ from https://kgs.link/shop-118 Join the Patreon Bird Army 🐧 https://kgs.link/patreon ▽▽ More infos ...,https://i.ytimg.com/vi/uFk0mgljtns/default.jpg,UCsXVk37bltHxD1rDPwtNM8Q,2020-02-16T13:29:44Z
